txn_id,account_id,merchant_id,amount,txn_timestamp,txn_hour
33617,19065,6720,36.42,2024-03-29 06:35:00,6
33618,5074,6492,31.42,2024-01-12 15:23:00,15
33619,24459,2884,135.32,2024-01-12 20:34:00,20
33620,1441,2536,19.01,2024-03-17 09:01:00,9
33621,22699,5379,114.19,2024-02-27 12:40:00,12
33622,21389,5178,308.31,2024-02-11 19:10:00,19
33623,8624,4437,51.67,2024-01-18 22:45:00,22
33624,18856,1198,24.18,2024-01-28 22:12:00,22
33625,9532,2712,7.32,2024-03-03 11:08:00,11
33626,24075,6317,62.54,2024-01-02 13:13:00,13
33627,5811,2955,12.68,2024-03-28 14:49:00,14
33628,23505,4200,9.97,2024-03-15 22:26:00,22
33629,14166,1965,26.95,2024-01-11 12:53:00,12
33630,20308,1538,25.62,2024-01-06 08:40:00,8
33631,12199,5505,79.71,2024-01-18 16:48:00,16
33632,19844,979,55.34,2024-01-30 14:32:00,14
33633,4690,2239,22.35,2024-01-06 22:31:00,22
33634,2404,5052,9.98,2024-01-08 17:12:00,17
33635,18050,5672,96.31,2024-02-04 06:25:00,6
33636,10530,547,253.4,2024-03-18 20:41:00,20
33637,12357,5921,78.29,2024-03-30 11:59:00,11
33638,23376,5961,8.88,2024-02-21 22:58:00,22
33639,1074,1763,104.17,2024-01-29 17:28:00,17
33640,7377,3834,4.25,2024-02-04 16:16:00,16
33641,2943,4654,146.3,2024-03-02 09:09:00,9
33642,14936,7108,92.97,2024-02-10 13:12:00,13
33643,1141,4900,86.19,2024-03-26 18:23:00,18
33644,10002,6494,27.35,2024-01-16 08:05:00,8
33645,8927,2586,87.75,2024-02-15 09:48:00,9
33646,4996,7335,53.01,2024-03-02 11:09:00,11
33647,24981,7367,243.75,2024-01-09 06:41:00,6
33648,14051,4411,23.07,2024-03-15 15:19:00,15
33649,15154,4892,130.32,2024-01-12 06:10:00,6
33650,596,5259,10.26,2024-02-16 10:01:00,10
33651,16851,5237,13.19,2024-01-01 20:45:00,20
33652,8527,7384,53.68,2024-02-08 03:59:00,3
33653,17796,3746,58.67,2024-01-12 08:15:00,8
33654,1475,138,120.68,2024-01-28 19:14:00,19
33655,557,3327,0.92,2024-01-16 14:11:00,14
33656,10174,4733,44.35,2024-02-22 02:35:00,2
33657,1935,784,41.34,2024-03-28 23:34:00,23
33658,21871,2550,11.18,2024-03-22 20:55:00,20
33659,22810,2322,10.23,2024-03-05 16:24:00,16
33660,18199,6997,111.39,2024-01-21 08:54:00,8
33661,10727,6503,11.06,2024-03-19 09:37:00,9
33662,10381,7143,40.45,2024-02-05 17:56:00,17
33663,11488,2432,76.01,2024-03-20 20:52:00,20
33664,10290,7281,50.33,2024-03-08 05:43:00,5
33665,1852,3874,27.34,2024-01-17 16:52:00,16
33666,9965,4500,128.52,2024-02-05 21:57:00,21
33667,20633,4393,25.55,2024-02-02 15:04:00,15
33668,19811,368,20.28,2024-02-21 08:22:00,8
33669,17501,3848,68.49,2024-02-08 11:03:00,11
33670,21215,3729,280.93,2024-03-09 09:54:00,9
33671,14818,1040,100.05,2024-01-01 10:25:00,10
33672,7853,3145,17.82,2024-02-21 07:24:00,7
33673,17361,932,7.15,2024-01-29 08:19:00,8
33674,4083,3937,146.08,2024-01-04 16:42:00,16
33675,9844,6457,18.77,2024-03-26 12:01:00,12
33676,11104,151,135.33,2024-01-24 19:37:00,19
33677,11585,1972,8.88,2024-03-09 13:53:00,13
33678,20805,1010,40.27,2024-03-26 08:02:00,8
33679,5162,21,11.06,2024-03-07 11:11:00,11
33680,1958,2296,21.08,2024-03-26 18:40:00,18
33681,24346,2159,33.21,2024-01-06 20:33:00,20
33682,17214,5841,33.37,2024-03-06 01:59:00,1
33683,9358,4611,16.6,2024-01-20 13:31:00,13
33684,17308,4113,3.25,2024-03-27 08:25:00,8
33685,12390,4294,1009.72,2024-01-25 17:55:00,17
33686,22698,4449,59.61,2024-02-05 22:11:00,22
33687,5067,5505,328.5,2024-03-19 14:27:00,14
33688,12823,6301,1.16,2024-02-15 22:31:00,22
33689,20956,2141,58.6,2024-02-08 09:20:00,9
33690,13641,4427,172.93,2024-02-12 09:53:00,9
33691,9670,4091,56.78,2024-03-16 09:54:00,9
33692,16349,2641,78.41,2024-03-28 08:37:00,8
33693,18057,530,61.15,2024-03-29 17:44:00,17
33694,5908,1078,92.93,2024-02-07 10:12:00,10
33695,14136,3675,14.84,2024-02-12 13:07:00,13
33696,15571,2760,42.91,2024-03-10 16:56:00,16
33697,9719,5705,12.37,2024-01-30 16:33:00,16
33698,12917,3104,54.5,2024-02-01 09:39:00,9
33699,16819,7069,20.61,2024-02-01 11:46:00,11
33700,15111,3169,196.54,2024-02-17 08:39:00,8
33701,22240,402,54.75,2024-02-10 10:42:00,10
33702,10718,6024,29.91,2024-02-22 16:52:00,16
33703,5767,2386,70.88,2024-01-17 15:14:00,15
33704,21972,762,381.23,2024-01-17 11:51:00,11
33705,14682,2821,65.63,2024-01-26 11:54:00,11
33706,5728,4300,84.71,2024-03-22 20:07:00,20
33707,17166,5510,71.7,2024-01-28 12:58:00,12
33708,12084,5925,29.81,2024-03-06 10:49:00,10
33709,6652,7477,29.21,2024-03-27 10:31:00,10
33710,9988,2258,117.51,2024-02-12 21:54:00,21
33711,10527,1750,160.17,2024-02-17 12:01:00,12
33712,24674,4625,35.1,2024-01-14 07:08:00,7
33713,13171,7081,21.65,2024-01-28 10:22:00,10
33714,15673,2829,78.89,2024-01-14 15:54:00,15
33715,5200,5188,75.13,2024-03-12 12:18:00,12
33716,17798,369,13.01,2024-01-17 12:08:00,12
33717,9604,1129,255.62,2024-03-06 17:54:00,17
33718,20085,7353,10.88,2024-01-23 07:50:00,7
33719,19688,5618,656.9,2024-02-22 16:23:00,16
33720,9314,305,9.45,2024-02-04 12:07:00,12
33721,9326,1351,33.66,2024-02-07 13:22:00,13
33722,16079,1981,225.06,2024-02-24 08:23:00,8
33723,3824,6349,175.26,2024-01-05 10:56:00,10
33724,17978,4699,202.53,2024-02-25 17:22:00,17
33725,4788,4437,23.09,2024-01-22 11:51:00,11
33726,9866,6836,81.87,2024-01-13 18:30:00,18
33727,24328,5811,9.35,2024-03-26 23:45:00,23
33728,17617,7494,3.75,2024-03-29 07:52:00,7
33729,9767,5022,146.08,2024-02-24 12:32:00,12
33730,7204,1212,72.67,2024-01-28 06:01:00,6
33731,14595,1925,57.24,2024-03-22 08:03:00,8
33732,14381,7329,241.17,2024-01-21 06:10:00,6
33733,10285,67,33.04,2024-03-03 08:50:00,8
33734,9329,5536,3.21,2024-01-24 20:02:00,20
33735,4403,1419,384.29,2024-02-22 05:04:00,5
33736,22976,4599,391.8,2024-03-04 13:36:00,13
33737,20649,1187,22.65,2024-01-05 18:48:00,18
33738,9010,2909,41.22,2024-01-11 00:01:00,0
33739,23916,5977,170.64,2024-02-27 18:15:00,18
33740,21690,6278,185.05,2024-02-28 02:29:00,2
33741,14663,4764,13.3,2024-01-08 15:25:00,15
33742,375,2898,236.47,2024-02-18 19:05:00,19
33743,6182,615,80.58,2024-02-08 11:30:00,11
33744,14822,1239,12.16,2024-01-27 14:44:00,14
33745,14902,1461,96.27,2024-01-26 10:10:00,10
33746,22353,1807,52.61,2024-03-11 11:06:00,11
33747,1648,1080,14.11,2024-02-09 12:18:00,12
33748,20737,4545,16.95,2024-02-29 09:24:00,9
33749,5648,6585,9.64,2024-03-06 10:42:00,10
33750,20456,1693,287.23,2024-02-02 23:54:00,23
33751,22730,947,13.1,2024-02-01 15:41:00,15
33752,9618,3333,5.52,2024-02-03 09:53:00,9
33753,6869,4223,560.25,2024-01-01 12:10:00,12
33754,8770,3550,40.49,2024-03-04 11:31:00,11
33755,15964,5293,93.01,2024-03-08 14:42:00,14
33756,15850,5777,47.65,2024-02-01 08:01:00,8
33757,20206,849,136.98,2024-01-19 21:27:00,21
33758,24865,2683,83.91,2024-01-03 17:52:00,17
33759,11941,1042,18.99,2024-03-01 12:56:00,12
33760,10661,1115,115.67,2024-02-06 12:12:00,12
33761,7209,4588,233.29,2024-03-12 14:41:00,14
33762,21613,1971,6.08,2024-02-14 12:27:00,12
33763,15797,3966,20.61,2024-03-24 19:27:00,19
33764,16194,3852,105.46,2024-01-24 12:20:00,12
33765,13252,5255,262.0,2024-01-09 13:37:00,13
33766,11245,3970,47.93,2024-01-16 12:17:00,12
33767,10897,1057,19.36,2024-01-25 08:09:00,8
33768,24106,1302,7.69,2024-03-16 20:49:00,20
33769,6183,7402,27.53,2024-02-20 11:21:00,11
33770,8026,3497,34.06,2024-01-01 10:22:00,10
33771,22080,2167,11.26,2024-03-29 07:38:00,7
33772,14870,5776,9.27,2024-01-04 13:19:00,13
33773,10141,553,35.24,2024-01-02 11:20:00,11
33774,18571,4025,8.43,2024-03-19 04:35:00,4
33775,7054,4669,47.88,2024-01-08 08:21:00,8
33776,2914,6010,67.77,2024-01-07 09:28:00,9
33777,15628,5686,642.91,2024-01-12 13:56:00,13
33778,21008,4088,9.93,2024-02-03 16:02:00,16
33779,12049,6938,49.12,2024-02-09 12:39:00,12
33780,9175,838,35.96,2024-03-20 10:21:00,10
33781,4226,858,30.78,2024-02-19 14:06:00,14
33782,12400,514,194.2,2024-01-25 15:44:00,15
33783,23442,3940,64.58,2024-01-03 23:30:00,23
33784,24239,3660,308.86,2024-03-19 07:13:00,7
33785,15080,2091,5.82,2024-02-12 16:59:00,16
33786,12711,3023,25.02,2024-02-14 11:35:00,11
33787,19303,6571,157.34,2024-02-02 10:11:00,10
33788,2487,3101,86.39,2024-02-07 17:28:00,17
33789,8905,5624,290.17,2024-01-19 09:36:00,9
33790,19986,4677,13.31,2024-03-05 08:24:00,8
33791,7489,3476,21.42,2024-02-10 03:18:00,3
33792,1155,5538,11.16,2024-01-22 06:01:00,6
33793,237,935,150.05,2024-03-08 14:43:00,14
33794,10970,1996,103.51,2024-03-20 08:48:00,8
33795,22241,7004,36.08,2024-02-19 10:27:00,10
33796,12769,1193,38.84,2024-03-08 09:55:00,9
33797,14684,5264,29.07,2024-01-08 13:34:00,13
33798,21829,7047,118.21,2024-02-07 09:06:00,9
33799,3185,6239,50.15,2024-02-05 16:04:00,16
33800,17190,5879,69.98,2024-01-11 12:23:00,12
33801,199,1821,91.71,2024-01-12 10:45:00,10
33802,17648,2233,21.91,2024-03-17 12:37:00,12
33803,6244,1671,6.98,2024-01-19 00:53:00,0
33804,3575,5709,319.36,2024-03-15 05:59:00,5
33805,20585,7353,120.03,2024-01-13 06:57:00,6
33806,2211,2906,93.78,2024-03-21 23:57:00,23
33807,9918,3775,33.69,2024-01-01 16:15:00,16
33808,6996,7096,35.09,2024-02-22 11:09:00,11
33809,14711,4652,73.72,2024-03-23 16:07:00,16
33810,16602,3818,22.22,2024-02-01 23:51:00,23
33811,13755,3374,334.1,2024-03-05 07:29:00,7
33812,22421,2310,4.68,2024-01-01 09:37:00,9
33813,19,5671,8.48,2024-02-09 15:52:00,15
33814,8295,3337,37.84,2024-02-06 21:51:00,21
33815,5303,2709,221.99,2024-02-27 16:13:00,16
33816,15760,6262,17.08,2024-02-15 11:27:00,11
33817,12727,5269,12.61,2024-02-23 09:10:00,9
33818,14489,6852,136.69,2024-02-01 11:20:00,11
33819,7270,7130,45.94,2024-03-11 16:14:00,16
33820,21946,5454,29.06,2024-02-10 06:00:00,6
33821,16251,6873,35.98,2024-02-26 06:11:00,6
33822,6098,6787,9.17,2024-01-20 08:49:00,8
33823,14349,6538,307.79,2024-02-18 08:34:00,8
33824,1591,4430,42.12,2024-01-24 10:08:00,10
33825,10633,6243,22.27,2024-02-22 23:37:00,23
33826,21909,449,30.85,2024-01-04 21:23:00,21
33827,12916,6732,39.2,2024-02-21 16:25:00,16
33828,10321,5674,34.94,2024-03-23 17:41:00,17
33829,9536,1423,49.18,2024-02-24 15:19:00,15
33830,24976,6789,105.25,2024-02-16 13:30:00,13
33831,11649,1683,27.1,2024-01-08 12:02:00,12
33832,1501,3685,34.72,2024-01-01 22:30:00,22
33833,3952,6499,20.26,2024-03-28 10:07:00,10
33834,7975,6292,22.51,2024-03-26 21:51:00,21
33835,18365,6006,54.51,2024-01-29 09:39:00,9
33836,1687,7266,330.79,2024-02-18 12:49:00,12
33837,5006,2427,45.81,2024-03-06 07:37:00,7
33838,202,729,63.43,2024-01-24 13:22:00,13
33839,23848,6411,12.61,2024-03-09 16:21:00,16
33840,16898,4598,89.15,2024-02-09 06:05:00,6
33841,4051,6418,52.84,2024-01-23 20:42:00,20
33842,13009,1361,8.03,2024-01-23 03:46:00,3
33843,4909,2055,176.77,2024-01-09 21:56:00,21
33844,14455,1348,6.35,2024-01-03 11:15:00,11
33845,13943,617,126.24,2024-03-21 21:08:00,21
33846,5331,1653,527.1,2024-02-17 23:39:00,23
33847,21531,374,60.75,2024-02-19 23:01:00,23
33848,3427,4371,23.13,2024-02-10 07:01:00,7
33849,4,7384,17.61,2024-03-24 10:16:00,10
33850,18524,2849,28.13,2024-01-27 14:58:00,14
33851,2229,7155,21.74,2024-01-02 09:38:00,9
33852,3636,6327,40.48,2024-02-14 17:20:00,17
33853,900,1404,23.24,2024-01-03 00:38:00,0
33854,9868,386,4.59,2024-01-15 06:58:00,6
33855,18625,1764,26.96,2024-02-16 23:01:00,23
33856,1065,2401,48.48,2024-01-23 17:53:00,17
33857,337,133,178.27,2024-02-25 07:21:00,7
33858,15225,1877,109.38,2024-01-07 20:05:00,20
33859,5159,6843,18.3,2024-01-15 21:23:00,21
33860,9149,4666,479.96,2024-03-11 20:09:00,20
33861,4135,1326,128.65,2024-02-08 03:17:00,3
33862,7126,2012,184.68,2024-03-15 07:47:00,7
33863,18236,209,11.09,2024-02-29 19:11:00,19
33864,12110,5574,48.39,2024-02-13 12:48:00,12
33865,8637,926,48.82,2024-01-05 11:13:00,11
33866,10331,3848,269.2,2024-03-11 01:40:00,1
33867,20351,2506,40.94,2024-03-25 15:40:00,15
33868,19423,1464,81.58,2024-01-22 07:56:00,7
33869,17614,64,24.92,2024-01-09 10:43:00,10
33870,17817,1933,52.56,2024-01-28 15:54:00,15
33871,22474,552,72.56,2024-02-03 06:05:00,6
33872,6869,2850,38.99,2024-01-09 17:10:00,17
33873,3449,1205,16.48,2024-01-31 17:25:00,17
33874,21521,5764,85.39,2024-01-24 22:00:00,22
33875,5173,2035,122.02,2024-01-28 22:48:00,22
33876,1629,6148,26.78,2024-02-28 20:05:00,20
33877,22926,6057,260.03,2024-02-08 14:55:00,14
33878,23931,670,36.19,2024-01-08 17:33:00,17
33879,11785,1496,23.09,2024-02-12 07:35:00,7
33880,10043,2231,84.45,2024-02-26 12:23:00,12
33881,11931,5604,11.74,2024-02-29 16:31:00,16
33882,10999,1705,205.52,2024-02-16 18:55:00,18
33883,8992,4572,5.8,2024-01-03 08:08:00,8
33884,12793,4162,320.68,2024-01-10 20:26:00,20
33885,17506,1143,32.64,2024-02-08 14:41:00,14
33886,5779,5903,15.86,2024-03-17 14:58:00,14
33887,6261,4207,68.95,2024-01-27 12:41:00,12
33888,4075,605,26.14,2024-01-04 14:31:00,14
33889,21737,1622,220.97,2024-03-28 11:58:00,11
33890,10905,2580,3.2,2024-03-04 14:00:00,14
33891,21194,1911,190.01,2024-02-08 18:36:00,18
33892,2071,2274,52.78,2024-02-09 22:35:00,22
33893,2872,5394,236.58,2024-01-18 10:15:00,10
33894,5526,3542,17.66,2024-02-13 11:41:00,11
33895,8273,4880,109.06,2024-02-16 02:18:00,2
33896,24354,3882,37.52,2024-03-25 17:30:00,17
33897,11679,3124,45.31,2024-02-24 17:34:00,17
33898,4680,1734,295.25,2024-01-31 00:44:00,0
33899,12426,7175,62.86,2024-03-18 09:04:00,9
33900,10813,4859,32.61,2024-02-22 07:00:00,7
33901,21664,701,264.71,2024-01-23 14:37:00,14
33902,13611,2734,5.35,2024-03-06 22:22:00,22
33903,10962,1647,35.26,2024-03-15 07:37:00,7
33904,9034,88,36.51,2024-02-20 13:04:00,13
33905,23372,3792,36.45,2024-02-04 15:59:00,15
33906,5946,3044,24.64,2024-03-26 15:14:00,15
33907,19939,7185,37.43,2024-01-03 16:52:00,16
33908,8324,1247,457.54,2024-03-25 15:14:00,15
33909,12543,4882,207.47,2024-03-24 17:21:00,17
33910,10531,719,45.19,2024-03-30 17:11:00,17
33911,6042,2573,45.52,2024-01-30 14:45:00,14
33912,8544,20,49.75,2024-03-30 15:27:00,15
33913,14979,224,7.96,2024-02-04 15:29:00,15
33914,21142,2769,305.72,2024-01-20 13:09:00,13
33915,1623,4961,98.81,2024-02-11 15:14:00,15
33916,22888,6464,43.55,2024-01-07 17:47:00,17
33917,24621,6330,3.93,2024-03-29 11:04:00,11
33918,7332,7433,8.92,2024-01-18 08:44:00,8
33919,4999,2233,13.54,2024-03-04 10:46:00,10
33920,14064,325,156.75,2024-01-18 13:19:00,13
33921,20859,7076,1.96,2024-03-13 10:25:00,10
33922,15788,3346,9.78,2024-02-07 18:08:00,18
33923,14843,4448,112.19,2024-03-20 01:05:00,1
33924,6726,6958,72.84,2024-01-26 16:01:00,16
33925,21481,1247,75.97,2024-03-27 07:32:00,7
33926,8088,1525,46.05,2024-01-02 07:55:00,7
33927,22743,652,3.22,2024-02-14 12:26:00,12
33928,5116,4775,75.09,2024-02-05 09:54:00,9
33929,20086,6532,32.67,2024-03-20 14:51:00,14
33930,15887,2256,74.97,2024-02-21 20:53:00,20
33931,21115,2801,30.61,2024-03-29 17:16:00,17
33932,8645,791,25.7,2024-01-14 19:52:00,19
33933,23895,2525,321.88,2024-03-01 06:51:00,6
33934,15885,1339,135.83,2024-01-22 09:31:00,9
33935,24669,3550,10.28,2024-01-19 20:58:00,20
33936,6841,3520,53.04,2024-01-02 14:09:00,14
33937,21832,4984,163.87,2024-01-16 13:22:00,13
33938,5061,3483,59.36,2024-03-02 11:52:00,11
33939,19149,2295,77.04,2024-03-19 09:14:00,9
33940,24655,7332,123.63,2024-01-27 19:18:00,19
33941,19616,6472,34.33,2024-01-05 13:37:00,13
33942,22871,3243,149.02,2024-01-09 16:45:00,16
33943,6242,6048,115.87,2024-02-11 15:12:00,15
33944,12315,1552,78.72,2024-02-29 17:26:00,17
33945,9362,4127,17.91,2024-03-01 14:39:00,14
33946,4708,711,158.11,2024-01-25 08:59:00,8
33947,12688,7011,13.66,2024-03-26 06:26:00,6
33948,8519,3949,24.36,2024-03-12 07:23:00,7
33949,736,4454,28.08,2024-03-18 15:47:00,15
33950,16011,4181,33.29,2024-03-01 08:36:00,8
33951,5214,6933,124.15,2024-01-19 19:36:00,19
33952,24336,1185,57.46,2024-01-06 22:49:00,22
33953,24270,4391,9.24,2024-03-13 10:31:00,10
33954,3473,928,201.67,2024-01-14 14:50:00,14
33955,216,4292,47.08,2024-02-17 05:54:00,5
33956,17850,2485,52.66,2024-01-26 10:05:00,10
33957,11596,2857,424.62,2024-03-24 14:10:00,14
33958,10699,5210,151.4,2024-02-01 02:11:00,2
33959,24288,4270,185.98,2024-01-11 10:11:00,10
33960,15355,1486,45.54,2024-02-02 11:26:00,11
33961,2456,5344,40.21,2024-02-09 14:10:00,14
33962,22899,3517,28.3,2024-01-04 23:30:00,23
33963,9760,5871,76.16,2024-03-16 17:04:00,17
33964,23785,958,109.42,2024-03-25 11:05:00,11
33965,16087,427,15.26,2024-03-25 17:23:00,17
33966,35,244,2.8,2024-03-26 00:16:00,0
33967,10506,1959,20.66,2024-02-09 07:36:00,7
33968,21018,1685,439.77,2024-01-12 03:33:00,3
33969,10581,2176,128.37,2024-01-20 00:33:00,0
33970,21081,824,234.65,2024-02-25 14:59:00,14
33971,2055,3720,21.68,2024-03-27 08:29:00,8
33972,11207,2447,40.67,2024-03-28 00:34:00,0
33973,1114,1491,22.55,2024-02-12 02:52:00,2
33974,5816,6312,271.93,2024-03-07 09:25:00,9
33975,11515,4164,51.63,2024-02-18 11:22:00,11
33976,11385,6337,34.07,2024-01-29 10:48:00,10
33977,20062,5928,90.38,2024-02-16 14:13:00,14
33978,22522,4299,9.81,2024-02-05 09:48:00,9
33979,7946,923,230.66,2024-02-15 22:48:00,22
33980,6324,5392,52.98,2024-02-23 05:39:00,5
33981,18665,284,34.15,2024-02-17 22:18:00,22
33982,13873,2670,60.24,2024-02-04 06:46:00,6
33983,11056,6438,14.79,2024-03-26 06:57:00,6
33984,20905,2547,10.03,2024-01-25 16:06:00,16
33985,9970,4462,228.36,2024-03-18 01:18:00,1
33986,23809,477,9.8,2024-01-21 05:29:00,5
33987,868,5178,12.08,2024-03-10 17:50:00,17
33988,14127,2419,125.55,2024-02-07 17:46:00,17
33989,24398,3732,3.63,2024-02-01 21:25:00,21
33990,16149,7443,34.14,2024-02-04 11:11:00,11
33991,20684,1909,6.71,2024-03-28 06:42:00,6
33992,22723,2457,23.44,2024-01-29 17:06:00,17
33993,8136,4592,30.51,2024-03-18 06:08:00,6
33994,5937,5299,7.63,2024-03-23 22:34:00,22
33995,21130,4264,532.2,2024-02-14 06:40:00,6
33996,7810,3105,35.91,2024-02-06 12:29:00,12
33997,435,2975,483.99,2024-02-15 07:00:00,7
33998,7029,2113,27.64,2024-01-24 17:34:00,17
33999,11589,6838,47.45,2024-03-10 01:17:00,1
34000,21196,3071,60.25,2024-01-19 01:27:00,1
34001,3100,4259,161.83,2024-01-03 15:04:00,15
34002,14533,6031,73.09,2024-03-15 04:10:00,4
34003,24328,5692,25.05,2024-01-16 18:08:00,18
34004,6439,3654,45.7,2024-03-27 18:01:00,18
34005,17724,68,315.02,2024-02-10 11:04:00,11
34006,20486,1013,14.49,2024-01-23 19:10:00,19
34007,18334,2106,4.24,2024-02-02 14:18:00,14
34008,17886,5431,637.71,2024-02-04 13:44:00,13
34009,3563,4634,176.64,2024-01-21 11:11:00,11
34010,13263,165,10.5,2024-02-01 15:14:00,15
34011,1519,7468,411.23,2024-01-13 17:51:00,17
34012,4545,2521,123.76,2024-01-22 22:40:00,22
34013,6287,6327,28.18,2024-01-20 03:18:00,3
34014,20754,6810,32.57,2024-03-05 16:02:00,16
34015,10963,3403,38.32,2024-03-25 10:55:00,10
34016,3006,5236,16.53,2024-02-17 06:25:00,6
34017,65,5670,36.17,2024-03-04 07:08:00,7
34018,13716,5947,11.54,2024-01-12 11:59:00,11
34019,23058,192,17.5,2024-03-25 07:23:00,7
34020,21804,4859,92.03,2024-03-29 08:22:00,8
34021,24272,1833,446.56,2024-02-02 16:27:00,16
34022,5889,1115,292.91,2024-03-02 14:40:00,14
34023,20826,7488,28.51,2024-01-22 09:06:00,9
34024,12130,2073,95.44,2024-01-03 15:32:00,15
34025,7945,2515,150.24,2024-02-24 11:29:00,11
34026,787,1889,73.99,2024-01-06 11:44:00,11
34027,2867,5742,15.27,2024-02-27 08:50:00,8
34028,5828,6081,47.28,2024-02-01 04:37:00,4
34029,308,1439,24.42,2024-01-18 17:18:00,17
34030,3891,2122,318.34,2024-02-17 21:13:00,21
34031,10298,2639,181.62,2024-01-02 08:16:00,8
34032,13413,1553,12.0,2024-01-04 18:32:00,18
34033,5258,1109,30.47,2024-02-15 22:54:00,22
34034,11170,7040,199.62,2024-03-11 06:18:00,6
34035,11686,5462,439.83,2024-01-04 07:39:00,7
34036,8205,1229,31.73,2024-01-29 13:56:00,13
34037,10268,5547,24.16,2024-01-30 21:39:00,21
34038,15757,6472,166.69,2024-03-30 12:10:00,12
34039,8053,7407,276.43,2024-01-04 09:52:00,9
34040,8566,6520,61.16,2024-03-18 10:06:00,10
34041,19811,4136,1084.52,2024-02-19 14:43:00,14
34042,21037,4608,12.33,2024-02-05 09:20:00,9
34043,5125,1697,27.18,2024-02-15 17:06:00,17
34044,21951,4701,11.17,2024-02-13 11:37:00,11
34045,8916,6413,121.01,2024-03-03 19:27:00,19
34046,21314,6679,112.64,2024-03-29 12:31:00,12
34047,11058,5521,42.99,2024-01-16 13:01:00,13
34048,11791,5236,38.06,2024-03-24 13:07:00,13
34049,11070,6285,34.28,2024-03-13 11:51:00,11
34050,7870,560,112.36,2024-01-12 15:28:00,15
34051,19375,2547,104.91,2024-01-31 13:34:00,13
34052,2576,6688,379.05,2024-03-09 07:24:00,7
34053,11353,3042,189.26,2024-03-16 07:01:00,7
34054,12505,30,72.21,2024-03-21 15:50:00,15
34055,11074,7178,15.76,2024-03-08 17:35:00,17
34056,13965,5493,157.59,2024-01-08 09:49:00,9
34057,12022,5022,29.82,2024-03-21 08:56:00,8
34058,23747,5529,101.12,2024-03-25 00:19:00,0
34059,14238,5108,168.56,2024-01-07 20:40:00,20
34060,16035,2385,14.24,2024-03-16 02:39:00,2
34061,18195,1447,32.92,2024-01-05 12:04:00,12
34062,8664,2397,50.58,2024-01-16 10:49:00,10
34063,13306,2463,105.73,2024-02-15 07:41:00,7
34064,21802,892,23.61,2024-01-24 07:25:00,7
34065,5804,3858,14.45,2024-03-28 17:57:00,17
34066,20826,1696,127.68,2024-02-29 07:06:00,7
34067,10375,4353,117.55,2024-02-06 14:28:00,14
34068,17425,7237,21.79,2024-01-09 17:13:00,17
34069,19844,67,286.8,2024-03-03 12:07:00,12
34070,9577,3304,20.91,2024-01-23 17:36:00,17
34071,12317,766,22.93,2024-02-03 13:52:00,13
34072,16817,3698,205.99,2024-01-01 00:40:00,0
34073,13806,3251,10.39,2024-02-24 17:37:00,17
34074,6943,3187,465.13,2024-01-25 05:50:00,5
34075,1136,3141,64.49,2024-03-27 08:58:00,8
34076,20306,6461,100.95,2024-03-13 12:01:00,12
34077,1393,5151,48.03,2024-02-12 16:14:00,16
34078,24278,5191,829.24,2024-02-10 11:57:00,11
34079,4924,812,45.03,2024-01-21 16:17:00,16
34080,21769,5718,4326.25,2024-02-08 12:09:00,12
34081,930,3445,31.4,2024-01-25 06:47:00,6
34082,9461,609,14.25,2024-02-15 14:32:00,14
34083,20026,1541,254.72,2024-01-12 16:54:00,16
34084,19374,4614,102.7,2024-01-06 19:06:00,19
34085,9923,6777,58.82,2024-03-06 22:10:00,22
34086,19223,3483,22.73,2024-01-25 18:56:00,18
34087,16694,4589,23.59,2024-01-13 19:09:00,19
34088,3715,1100,301.23,2024-02-01 08:23:00,8
34089,7490,1512,88.95,2024-03-17 17:58:00,17
34090,14258,2408,86.58,2024-02-18 06:05:00,6
34091,2560,1228,50.82,2024-03-25 17:07:00,17
34092,24877,5851,32.65,2024-02-11 08:37:00,8
34093,12276,638,551.5,2024-01-07 02:09:00,2
34094,19637,5111,314.9,2024-02-29 08:49:00,8
34095,8282,431,84.82,2024-03-13 19:53:00,19
34096,21371,2176,32.33,2024-02-25 16:15:00,16
34097,6799,4235,32.69,2024-02-15 06:08:00,6
34098,24924,512,575.03,2024-01-14 13:06:00,13
34099,18019,4440,31.64,2024-01-23 14:45:00,14
34100,24647,6386,123.01,2024-03-19 14:04:00,14
34101,16294,4651,184.38,2024-03-09 10:18:00,10
34102,15997,5546,18.91,2024-03-25 12:48:00,12
34103,6875,348,285.94,2024-03-04 15:32:00,15
34104,21774,4915,36.16,2024-03-11 11:48:00,11
34105,4688,7357,6.92,2024-01-01 16:36:00,16
34106,15325,5474,140.97,2024-03-27 01:36:00,1
34107,11116,2102,19.84,2024-02-10 06:52:00,6
34108,6729,4076,27.84,2024-01-26 05:45:00,5
34109,12977,3310,667.21,2024-03-29 10:00:00,10
34110,3354,5433,51.32,2024-01-28 19:25:00,19
34111,345,3577,56.68,2024-03-23 02:53:00,2
34112,7408,3351,10.89,2024-02-10 23:05:00,23
34113,24318,6908,17.12,2024-02-11 05:09:00,5
34114,5174,4048,142.28,2024-02-16 23:56:00,23
34115,22392,3152,103.83,2024-01-08 08:45:00,8
34116,23834,3456,419.45,2024-01-15 07:22:00,7
34117,21315,705,52.5,2024-01-12 09:55:00,9
